event_month,date_event_began,time_event_began,restoration_date,restoration_time,area_affected,nerc_region,alert_criteria,event_type,demand_loss_(mw),number_of_customers_affected,year
March,2021-03-29 00:00:00,11:06:00,NaT,,Connecticut:Massachusetts:Maine:Vermont:Rhode Island:New Hampshire,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,,70000,2021
March,2021-03-29 00:00:00,10:30:00,NaT,,New Mexico,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,,0,2021
March,2021-03-30 00:00:00,16:18:00,2021-03-30 00:00:00,20:21:00,Texas:Hidalgo County,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0,2021
April,2021-04-06 00:00:00,08:49:00,2021-04-06 00:00:00,08:50:00,Florida:Alachua County,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0,2021
April,2021-04-07 00:00:00,17:42:00,2021-04-07 00:00:00,22:09:00,Ohio:Lake County,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2021
April,2021-04-07 00:00:00,10:18:00,2021-04-07 00:00:00,11:20:00,Texas,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021
April,2021-04-08 00:00:00,04:51:00,2021-04-10 00:00:00,20:00:00,California,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2021
April,2021-04-09 00:00:00,13:20:00,2021-04-10 00:00:00,00:40:00,Texas:Denton County,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2021
April,2021-04-12 00:00:00,00:44:00,2021-04-12 00:00:00,17:45:00,Colorado:Larimer County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,0,0,2021
April,2021-04-13 00:00:00,09:00:00,2021-04-13 00:00:00,10:00:00,Texas:Cameron County,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2021
April,2021-04-13 00:00:00,16:49:00,2021-04-13 00:00:00,20:30:00,Texas,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,0,0,2021
April,2021-04-13 00:00:00,00:37:00,2021-04-13 00:00:00,04:19:00,Wisconsin:Eau Claire County,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021
April,2021-04-14 00:00:00,10:19:00,2021-04-14 00:00:00,11:39:00,District of Columbia:Delaware:Maryland:New Jersey:Pennsylvania,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021
April,2021-04-21 00:00:00,20:31:00,2021-04-21 00:00:00,21:35:00,Minnesota:Dakota County,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0,2021
April,2021-04-21 00:00:00,13:13:00,2021-04-21 00:00:00,14:10:00,Texas:Travis County,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021
April,2021-04-22 00:00:00,16:43:00,2021-04-22 00:00:00,17:14:00,Wisconsin:Dane County,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021
April,2021-04-22 00:00:00,05:15:00,NaT,,California,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel Supply Deficiency,0,0,2021
April,2021-04-24 00:00:00,22:08:00,2021-04-24 00:00:00,23:41:00,Texas:Cameron County,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2021
April,2021-04-24 00:00:00,21:00:00,2021-04-25 00:00:00,10:43:00,Alabama:Calhoun County:Georgia,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,137,18860,2021
April,2021-04-25 00:00:00,08:20:00,NaT,,Tennessee:Davidson County,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2021
April,2021-04-26 00:00:00,11:18:00,2021-04-26 00:00:00,13:00:00,Maine:Kennebec County,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021
May,2021-05-02 00:00:00,19:58:00,2021-05-02 00:00:00,20:22:00,New Hampshire:Hillsborough County,NPCC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0,2021
May,2021-05-03 00:00:00,11:21:00,2021-05-03 00:00:00,11:53:00,Oklahoma:Oklahoma County,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021
May,2021-05-03 00:00:00,07:52:00,2021-05-03 00:00:00,07:53:00,South Carolina:Cherokee County,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2021
May,2021-05-04 00:00:00,15:45:00,2021-05-05 00:00:00,10:00:00,Arkansas,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,,104027,2021
May,2021-05-04 00:00:00,18:06:00,2021-05-05 00:00:00,17:48:00,Mississippi:Alabama:Georgia,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,175,24457,2021
May,2021-05-05 00:00:00,11:50:00,2021-05-08 00:00:00,11:50:00,Michigan:Huron County,RF,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0,2021
May,2021-05-06 00:00:00,17:00:00,2021-05-06 00:00:00,17:15:00,Missouri:Jasper County,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,System Operations,0,0,2021
May,2021-05-10 00:00:00,02:28:00,2021-05-10 00:00:00,03:21:00,Pennsylvania,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021
May,2021-05-10 00:00:00,12:17:00,2021-05-10 00:00:00,12:54:00,Indiana:Vanderburgh County:Warrick County:Posey County:Daviess County:Gibson County:Knox County:Spencer County,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021
May,2021-05-11 00:00:00,23:01:00,2021-05-12 00:00:00,08:29:00,Texas:Kinney County,TRE,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0,2021
May,2021-05-11 00:00:00,09:32:00,2021-05-11 00:00:00,10:38:00,Wisconsin:Iowa,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021
May,2021-05-14 00:00:00,22:00:00,2021-05-17 00:00:00,06:00:00,Idaho,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2021
May,2021-05-14 00:00:00,08:30:00,2021-05-14 00:00:00,16:00:00,Pennsylvania:Montgomery County,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2021
May,2021-05-18 00:00:00,23:25:00,2021-05-19 00:00:00,20:30:00,Texas:Harris County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,,125000,2021
May,2021-05-18 00:00:00,12:15:00,2021-05-18 00:00:00,20:18:00,Delaware:New Castle County,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2021
May,2021-05-20 00:00:00,10:06:00,2021-05-20 00:00:00,13:45:00,Florida:Brevard County,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,35000,2021
May,2021-05-20 00:00:00,07:25:00,2021-05-20 00:00:00,07:26:00,California:Imperial County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0,2021
May,2021-05-24 00:00:00,13:14:00,2021-05-24 00:00:00,13:15:00,Utah:San Juan County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0,2021
May,2021-05-25 00:00:00,12:56:00,2021-05-25 00:00:00,13:41:00,Ohio,RF,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0,2021
May,2021-05-27 00:00:00,18:51:00,2021-05-28 00:00:00,15:56:00,California:Nevada,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0,2021
May,2021-05-27 00:00:00,00:05:00,2021-05-27 00:00:00,00:45:00,Oregon:Multnomah County,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0,2021
May,2021-05-28 00:00:00,21:24:00,2021-05-28 00:00:00,21:25:00,Florida:Duval County,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,1850,10000,2021
May,2021-05-28 00:00:00,20:00:00,2021-05-28 00:00:00,21:29:00,California:Riverside County,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Actual Physical Attack,0,655,2021
May,2021-05-28 00:00:00,22:13:00,2021-05-28 00:00:00,23:34:00,Minnesota:St. Louis County,MRO,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0,2021
June,2021-06-06 00:00:00,14:57:00,2021-06-06 00:00:00,16:00:00,Indiana:Clay County,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,,0,2021
June,2021-06-07 00:00:00,22:27:00,2021-06-08 00:00:00,00:33:00,Minnesota:North Dakota,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather-Transmission Interruption,23,1,2021
June,2021-06-07 00:00:00,13:26:00,2021-06-07 00:00:00,13:27:00,Texas:Somervell County:Ellis County,TRE,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.",Generation Inadequacy,1435,0,2021
June,2021-06-07 00:00:00,15:19:00,2021-06-07 00:00:00,18:22:00,New Mexico:San Juan County,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021
June,2021-06-08 00:00:00,15:00:00,2021-06-08 00:00:00,15:01:00,Texas:Liberty County,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2021
June,2021-06-09 00:00:00,19:09:00,2021-06-09 00:00:00,20:50:00,New Mexico:San Juan County,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021
June,2021-06-10 00:00:00,22:28:00,2021-06-10 00:00:00,23:07:00,Kansas:Wyandotte County,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,90,9800,2021
June,2021-06-11 00:00:00,03:26:00,2021-06-11 00:00:00,03:48:00,South Dakota:Brown County,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather-Transmission Interruption,0,0,2021
June,2021-06-14 00:00:00,12:55:00,2021-06-18 00:00:00,19:00:00,Texas,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,System Operations,,,2021
June,2021-06-14 00:00:00,12:15:00,2021-06-18 00:00:00,19:00:00,Texas,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,System Operations,,,2021
June,2021-06-14 00:00:00,02:10:00,2021-06-14 00:00:00,02:11:00,Utah:Salt Lake County,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2021
June,2021-06-15 00:00:00,11:55:00,2021-06-15 00:00:00,21:17:00,Texas,TRE,Cyber event that could potentially impact electric power system adequacy or reliability.,Cyber Event,,,2021
June,2021-06-15 00:00:00,11:30:00,2021-06-15 00:00:00,13:35:00,Kansas:Wyandotte County,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021
June,2021-06-16 00:00:00,10:40:00,2021-06-16 00:00:00,10:43:00,Louisiana:West Baton Rouge Parish,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,7,1841,2021
June,2021-06-16 00:00:00,04:10:00,2021-06-16 00:00:00,06:39:00,Maine,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021
June,2021-06-16 00:00:00,10:25:00,2021-06-16 00:00:00,15:16:00,Florida:Alachua County,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0,2021
June,2021-06-19 00:00:00,18:54:00,2021-06-19 00:00:00,21:01:00,California:Alameda County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",System Operations,93,51806,2021
June,2021-06-21 00:00:00,15:50:00,2021-06-21 00:00:00,16:50:00,Arkansas:Benton County,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2021
June,2021-06-21 00:00:00,05:14:00,2021-06-21 00:00:00,19:00:00,Michigan,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,,151852,2021
June,2021-06-23 00:00:00,15:47:00,2021-06-23 00:00:00,16:44:00,Missouri:Boone County,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021
June,2021-06-24 00:00:00,03:34:00,2021-06-24 00:00:00,05:07:00,California:Plumas County,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,Transmission Interruption,36,7621,2021
June,2021-06-24 00:00:00,07:07:00,2021-06-24 00:00:00,13:48:00,Washington:Kittitas County,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2021
June,2021-06-27 00:00:00,20:10:00,2021-06-27 00:00:00,21:30:00,North Dakota:Morton County,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,4,1003,2021
June,2021-06-27 00:00:00,02:27:00,2021-06-27 00:00:00,03:30:00,New York:Jefferson County,NPCC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,,982,2021
June,2021-06-28 00:00:00,13:20:00,NaT,,Washington:Spokane County:Stevens County:Lincoln County:Adams County:Whitman County:Idaho:Kootenai County:Bonner County:Shoshone County:Boundary County:Benewah County:Latah County:Nez Perce County,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,44,,2021
June,2021-06-28 00:00:00,11:22:00,NaT,,North Carolina,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0,2021
June,2021-06-29 00:00:00,16:00:00,NaT,,Michigan:Oakland County:Macomb County:Wayne County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,,53000,2021
June,2021-06-30 00:00:00,18:50:00,NaT,,Connecticut:Massachusetts:Rhode Island:Vermont:New Hampshire:Maine,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,,53103,2021
July,2021-07-03 00:00:00,23:08:00,2021-07-04 00:00:00,02:16:00,New Mexico:Bernalillo County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action. - 17. Facility Physical Threat,Vandalism,45,34509,2021
July,2021-07-04 00:00:00,15:33:00,2021-07-04 00:00:00,20:32:00,Washington:Chelan County,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Natural Disaster,0,0,2021
July,2021-07-05 00:00:00,05:32:00,2021-07-05 00:00:00,08:58:00,New York,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0,2021
July,2021-07-05 00:00:00,14:04:00,2021-07-05 00:00:00,14:41:00,Ohio:Kentucky,"RF,SERC",Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,Transmission Interruption,0,0,2021
July,2021-07-06 00:00:00,19:41:00,2021-07-06 00:00:00,21:50:00,Ohio,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather-Transmisison Interruption,,136827,2021
July,2021-07-07 00:00:00,00:02:00,2021-07-07 00:00:00,00:20:00,Florida:Polk County,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,450,0,2021
July,2021-07-07 00:00:00,15:30:00,NaT,,Michigan:Macomb County:Oakland County:Monroe County:Livingston County:St. Clair County:Washtenaw County:Wayne County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,90000,2021
July,2021-07-08 00:00:00,17:01:00,2021-07-08 00:00:00,17:24:00,New York,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather-Transmisison Interruption,0,0,2021
July,2021-07-08 00:00:00,20:29:00,2021-07-08 00:00:00,20:33:00,North Dakota:Stark County,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather-Transmisison Interruption,88,0,2021
July,2021-07-09 00:00:00,17:44:00,2021-07-09 00:00:00,21:05:00,California,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Fuel Supply Deficiency,810,,2021
July,2021-07-09 00:00:00,20:25:00,2021-07-10 00:00:00,21:00:00,California:Shasta County,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Severe Weather,230,47000,2021
July,2021-07-10 00:00:00,00:30:00,2021-07-10 00:00:00,05:00:00,Nebraska:Missouri,"MRO,SERC","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather-Transmisison Interruption,,211500,2021
July,2021-07-10 00:00:00,00:00:00,2021-07-11 00:00:00,16:00:00,Nebraska,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,188000,2021
July,2021-07-10 00:00:00,01:55:00,2021-07-10 00:00:00,01:56:00,Missouri,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,52000,2021
July,2021-07-10 00:00:00,18:00:00,2021-07-10 00:00:00,21:00:00,Nevada:Clark County:Washoe County,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Transmission Interruption,9000,1300000,2021
July,2021-07-10 00:00:00,00:30:00,2021-07-10 00:00:00,05:00:00,Missouri:Nebraska,"MRO,SERC","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather-Transmisison Interruption,,212500,2021
July,2021-07-11 00:00:00,18:00:00,2021-07-11 00:00:00,21:00:00,Nevada:Clark County:Washoe County,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Transmission Interruption,9000,1300000,2021
July,2021-07-12 00:00:00,15:51:00,2021-07-13 00:00:00,17:00:00,Colorado:Pueblo County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Sabotage,0,0,2021
July,2021-07-14 00:00:00,14:15:00,2021-07-14 00:00:00,14:16:00,California:Plumas County,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather-Transmisison Interruption,35,11000,2021
July,2021-07-18 00:00:00,04:00:00,2021-07-18 00:00:00,09:46:00,Illinois:Cook County,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0,2021
July,2021-07-20 00:00:00,16:21:00,2021-07-20 00:00:00,17:00:00,Ohio,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021
July,2021-07-21 00:00:00,14:45:00,2021-07-22 00:00:00,12:00:00,Pennsylvania:Bucks County:Chester County:Delaware County:Montgomery County:Philadelphia County:York County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,81503,2021
July,2021-07-22 00:00:00,14:00:00,2021-07-22 00:00:00,14:40:00,California:Shasta County,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,220,0,2021
July,2021-07-23 00:00:00,08:09:00,2021-07-23 00:00:00,08:30:00,Minnesota:Hennepin County,"MRO,RF","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,15,3500,2021
July,2021-07-23 00:00:00,08:20:00,2021-07-23 00:00:00,10:45:00,Virginia:West Virginia,"RF,SERC",Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021
July,2021-07-24 00:00:00,20:30:00,NaT,,Michigan:Wayne County:Oakland County:Livingston County:Macomb County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,225949,2021
July,2021-07-26 00:00:00,07:54:00,NaT,,Nevada:Clark County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2021
July,2021-07-28 00:00:00,12:54:00,2021-07-28 00:00:00,15:42:00,Maine,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021
July,2021-07-30 00:00:00,08:02:00,2021-07-30 00:00:00,09:34:00,Wisconsin,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Cyber Event,0,0,2021
August,2021-08-01 00:00:00,09:00:00,2021-08-04 00:00:00,09:00:00,Nevada:Clark County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,2021
August,2021-08-01 00:00:00,23:37:00,2021-08-02 00:00:00,00:00:00,California:Humboldt County:Trinity County,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,95,65888,2021
August,2021-08-02 00:00:00,06:23:00,2021-08-02 00:00:00,15:55:00,Texas:Hays County,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather-Transmission Interruption,43,19000,2021
August,2021-08-02 00:00:00,00:18:00,2021-08-02 00:00:00,10:47:00,Texas:Hays County,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather-Transmission Interruption,24,9400,2021
August,2021-08-03 00:00:00,07:05:00,2021-08-03 00:00:00,07:32:00,Texas:Cameron County,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2021
August,2021-08-03 00:00:00,04:35:00,2021-08-03 00:00:00,05:28:00,Oregon:Linn County,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,4,,2021
August,2021-08-10 00:00:00,22:30:00,2021-08-13 00:00:00,16:38:00,Michigan:Allegan County:Antrim County:Barry County:Benzie County:Branch County:Calhoun County:Clare County:Clinton County:Crawford County:Eaton County:Genesee County:Gladwin County:Grand Traverse County:Gratiot County:Hillsdale County:Ingham County:Ionia County:Isabella County:Jackson County:Kalamazoo County:Kalkaska County:Kent County:Lake County:Leelanau County:Manistee County:Mason County:Mecosta County:Midland County:Missaukee County:Montcalm County:Muskegon County:Newaygo County:Oakland County:Oceana County:Ogemaw County:Osceola County:Oscoda County:Otsego County:Ottawa County:Roscommon County:Saginaw County:Shiawassee County:St. Joseph County:Van Buren County:Wexford County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,372600,2021
August,2021-08-10 00:00:00,20:30:00,2021-08-11 00:00:00,19:00:00,Illinois,"RF,SERC","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,318761,2021
August,2021-08-10 00:00:00,20:00:00,NaT,,Wisconsin:Waukesha County:Milwaukee County:Kenosha County:Racine County:Washington County:Ozaukee County,"RF,SERC","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,233000,2021
August,2021-08-11 00:00:00,15:35:00,NaT,,Michigan:Huron County:Macomb County:Lapeer County:Macomb County:Monroe County:Oakland County:St. Clair County:Tuscola County:Wayne County:Washtenaw County:Livingston County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,700000,2021
August,2021-08-11 00:00:00,19:12:00,2021-08-11 00:00:00,21:49:00,Ohio,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,92109,2021
August,2021-08-12 00:00:00,18:57:00,2021-08-13 00:00:00,06:00:00,Illinois:Missouri,"RF,SERC","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,101000,2021
August,2021-08-12 00:00:00,22:03:00,2021-08-12 00:00:00,22:44:00,Massachusetts,NPCC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0,2021
August,2021-08-15 00:00:00,17:17:00,2021-08-16 00:00:00,03:30:00,California:Solano County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Attack,0,0,2021
August,2021-08-16 00:00:00,16:11:00,2021-08-16 00:00:00,16:31:00,Montana:Flathead County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2021
August,2021-08-17 00:00:00,19:15:00,2021-08-18 00:00:00,17:45:00,California:Butte County:Colusa County:Glenn County:Lake County:Lassen County:Mendocino County:Napa County:Plumas County:Shasta County:Sierra County:Solano County:Sonoma County:Tehama County:Trinity County:Yolo County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,234,71000,2021
August,2021-08-17 00:00:00,14:00:00,2021-08-18 00:00:00,14:00:00,California:Kern County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,,0,2021
